gene,description
Solyc12g014220.3.1 ,muscle M-line assembly protein (AHRD V3.3 *-* AT1G53800.3)
Solyc12g014230.2.1 ,"Multiple organellar RNA editing factor 8, chloroplastic/mitochondrial (AHRD V3.3 *-* A0A2G3BCH1_CAPCH)"
Solyc12g014240.4.1 ,Pollen Ole e 1 allergen/extensin (AHRD V3.11 *** tr|A0A200QS67|A0A200QS67_9MAGN)
Solyc12g014250.2.1 ,Phosphoenolpyruvate carboxylase (AHRD V3.3 *** A0A2G2VCE6_CAPBA)
Solyc12g014260.1.1 ,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10 (AHRD V3.3 *** A0A2G3BCH5_CAPCH)
Solyc12g014270.4.1 ,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A (AHRD V3.11 *** tr|A0A2G2WG60|A0A2G2WG60_CAPBA)
Solyc12g014280.2.1 ,RNA-binding CR.1
Solyc12g014290.2.1 ,Multiprotein bridging factor.1
Solyc12g014300.3.1 ,Transcription factor (AHRD V3.3 *** A0A2U1MTT1_ARTAN)
Solyc12g014310.2.1 ,pathogenesis-related family protein (AHRD V3.3 *** AT1G78780.5)
Solyc12g014320.2.1 ,Anaphase-promoting complex subunit 6 (AHRD V3.3 *** A0A2G2X2K1_CAPBA)
Solyc12g014330.1.1 ,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2I0VRQ5_9ASPA)
Solyc12g014340.1.1 ,IRK-interacting protein-like (AHRD V3.3 *-* A0A2I4G928_9ROSI)
Solyc12g014350.3.1 ,LRR receptor-like serine/threonine-protein kinase (AHRD V3.3 *** A0A2U1L198_ARTAN)
Solyc12g150105.1.1 ,Leucine-rich repeat transmembrane protein kinase (AHRD V3.3 *-* A0A2U1LC02_ARTAN)
Solyc12g014360.2.1 ,protein trichome birefringence-like .1
Solyc12g014380.3.1 ,glucose-6-phosphate isomerase DQ451687
Solyc12g014390.3.1 ,50S ribosomal protein L13 (AHRD V3.3 *** A0A1U8E5A8_CAPAN)
Solyc12g014400.3.1 ,"Cell differentiation protein RCD1-like protein (AHRD V3.3 *** A0A2G3CUT5_CAPCH),Pfam:PF04078"
Solyc12g014410.2.1 ,Ribonuclease 3-like protein 2 (AHRD V3.3 *** A0A1U8G157_CAPAN)
Solyc12g014417.2.1 ,Polyubiquitin (AHRD V3.11 *-* tr|A0A2G2Y7H7|A0A2G2Y7H7_CAPAN)
Solyc12g014420.2.1 ,"Glucan endo-1,3-beta-glucosidase 3 (AHRD V3.3 *** A0A1J3FSS7_NOCCA)"
Solyc12g014430.2.1 ,Cellulose synthase (AHRD V3.3 *** A0A200QCL6_9MAGN)
Solyc12g014440.2.1 ,BNR/Asp-box repeat family protein (AHRD V3.3 *** A0A2U1NQE8_ARTAN)
Solyc12g014450.2.1 ,DUF3537 domain-containing protein (AHRD V3.3 *** A0A1Q3D045_CEPFO)
Solyc12g014460.2.1 ,EH domain-containing protein.1
Solyc12g014470.2.1 ,GrpE protein homolog (AHRD V3.3 *** A0A2G3CV39_CAPCH)
Solyc12g014480.2.1 ,golgin family A protein (AHRD V3.3 *-* AT4G22320.2)
Solyc12g014490.3.1 ,"65-kDa microtubule-associated protein 1-like (AHRD V3.3 *** Q9FEV7_TOBAC),Pfam:PF03999"
Solyc12g014500.3.1 ,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (AHRD V3.3 *** A0A2U1QHF5_ARTAN)
Solyc12g014530.3.1 ,L-aspartate oxidase (AHRD V3.3 *** A0A2G3CUJ1_CAPCH)
Solyc12g014540.2.1 ,PHD finger protein (AHRD V3.3 *** A0A2G3CUI9_CAPCH)
Solyc12g014550.1.1 ,Syntaxin-52 (AHRD V3.3 *** A0A2G2X5Z9_CAPBA)
Solyc12g014560.3.1 ,Cell division protein FtsZ (AHRD V3.3 *** A0A2G2WFK7_CAPBA)
Solyc12g014570.2.1 ,Glycerophosphodiester phosphodiesterase GDPDL4 (AHRD V3.3 *** A0A2G2Z5P4_CAPAN)
Solyc12g014580.2.1 ,Major pollen allergen Ole e 6 (AHRD V3.3 *** A0A2G3C3U1_CAPCH)
Solyc12g014590.3.1 ,Pirin-like protein (AHRD V3.3 *** A0A1U8G1E0_CAPAN)
Solyc12g014600.2.1 ,RNA-binding (RRM/RBD/RNP motifs) family protein (AHRD V3.3 *** F4JFN7_ARATH)
Solyc12g014610.2.1 ,WRKY transcription factor  20
Solyc12g014615.1.1 ,"Zinc finger, C2H2 (AHRD V3.3 *-* A0A2U1PE02_ARTAN)"
Solyc12g015630.2.1 ,transmembrane protein (AHRD V3.3 *** AT5G55570.1)
Solyc12g015640.2.1 ,Mitochondrial transcription termination factor family protein (AHRD V3.3 *** A0A1P8B9X1_ARATH)
Solyc12g015650.3.1 ,RING-type E3 ubiquitin transferase (AHRD V3.3 *-* K3XEM9_SETIT)
Solyc12g015660.2.1 ,Zinc ion binding protein (AHRD V3.3 *** S8CIZ8_9LAMI)
Solyc12g161970.1.1 ,"Acetylornithine aminotransferase, chloroplastic/mitochondrial (AHRD V3.11 *-* tr|A0A2G3BZI2|A0A2G3BZI2_CAPCH)"
Solyc12g015670.2.1 ,G-type lectin S-receptor-like serine/threonine-protein kinase (AHRD V3.11 *-* tr|A0A2G3D6E9|A0A2G3D6E9_CAPCH)
Solyc12g015680.1.1 ,"Protein TIC 20-v, chloroplastic (AHRD V3.3 *** A0A1U8G9G7_CAPAN)"
Solyc12g015700.3.1 ,Nudix hydrolase 10 (AHRD V3.3 *** A0A2G3CV32_CAPCH)
Solyc12g015710.2.1 ,16S rRNA (Cytosine967-C5)-methyltransferase (AHRD V3.3 *** A0A2I0W381_9ASPA)
Solyc12g015730.3.1 ,PPR superfamily protein (AHRD V3.3 --* AT5G55840.2)
Solyc12g015740.2.1 ,Transmembrane emp24 domain-containing protein p24beta2 (AHRD V3.3 *** A0A2G2ZY86_CAPAN)
Solyc12g015750.1.1 ,Unknown protein
Solyc12g015760.1.1 ,Unknown protein
Solyc12g015770.3.1 ,Cellulose synthase (AHRD V3.3 *-* A0A200RAR0_9MAGN)
Solyc12g015780.2.1 ,DNA-directed RNA polymerase (AHRD V3.3 *** A0A200Q9V0_9MAGN)
Solyc12g160670.1.1 ,Zinc finger BED domain-containing protein RICESLEEPER 2 (AHRD V3.11 *-* tr|A0A2U1NE09|A0A2U1NE09_ARTAN)
Solyc12g015790.1.1 ,Eukaryotic translation initiation factor 6 (AHRD V3.3 *** A0A2G3A551_CAPAN)
Solyc12g015800.2.1 ,RING/U-box superfamily protein (AHRD V3.3 *** Q8LES9_ARATH)
Solyc12g015810.3.1 ,Transmembrane protein C9orf5 protein (AHRD V3.3 *** Q93XX1_ARATH)
Solyc12g015820.1.1 ,"SufE-like protein, chloroplastic (AHRD V3.3 *-* A0A1J3K7T9_NOCCA)"
Solyc12g015830.1.1 ,BolA protein (AHRD V3.3 *-* A0A200RAI6_9MAGN)
Solyc12g015840.3.1 ,Pleckstrin homology (PH) domain-containing protein (AHRD V3.3 *-* F4JNE4_ARATH)
Solyc12g015850.1.1 ,Nucleotide/sugar transporter family protein (AHRD V3.3 *** A0A2K3L035_TRIPR)
Solyc12g015860.2.1 ,farnesyl pyrophosphate synthase
Solyc12g162080.1.1 ,Zinc finger BED domain-containing protein RICESLEEPER 2 (AHRD V3.11 *** tr|A0A2U1LAT0|A0A2U1LAT0_ARTAN)
Solyc12g015870.2.1 ,Calcineurin B-like protein (AHRD V3.3 *** C3TRS0_MAIZE)
Solyc12g015880.2.1 ,Heat shock protein 90-1
Solyc12g015890.1.1 ,"Endo-1,31,4-beta-D-glucanase (AHRD V3.3 *-* A0A1J3HRT0_NOCCA)"
Solyc12g015900.1.1 ,DUF868 family protein (DUF868) (AHRD V3.3 *** Q9SI11_ARATH)
Solyc12g015910.1.1 ,SufE-like protein chloroplastic-like (AHRD V3.3 *** A0A2K3NJS0_TRIPR)
Solyc12g160270.1.1 ,Zf-RVT domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3CJQ7|A0A1Q3CJQ7_CEPFO)
Solyc12g015920.2.1 ,Heavy metal-associated isoprenylated plant protein 47 (AHRD V3.3 *-* A0A314Z745_PRUYE)
Solyc12g015923.1.1 ,Unknown protein
Solyc12g015970.3.1 ,GPI-anchored protein LORELEI (AHRD V3.3 *** A0A2I4E3L7_9ROSI)
Solyc12g160280.1.1 ,Agamous-like mads-box protein agl80-like (AHRD V3.11 *** tr|A0A2K3MA14|A0A2K3MA14_TRIPR)
Solyc12g015980.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *** A0A2U1KQF7_ARTAN)
Solyc12g015985.1.1 ,Serine/threonine-protein kinase H.1
Solyc12g016000.1.1 ,Protein kinase domain (AHRD V3.3 *-* A0A200R9A8_9MAGN)
Solyc12g016010.3.1 ,Serine/threonine protein kinase (AHRD V3.3 *-* B6T8S1_MAIZE)
Solyc12g016020.3.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *-* A0A2U1KQF7_ARTAN)
Solyc12g016030.3.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *-* A0A2U1KQF7_ARTAN)
Solyc12g016040.4.1 ,Protein kinase-like domain-containing protein (AHRD V3.11 *-* tr|A0A2U1KQF7|A0A2U1KQF7_ARTAN)
Solyc12g160290.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.11 *-* tr|A0A2U1KQF7|A0A2U1KQF7_ARTAN)
Solyc12g016050.1.1 ,Protein kinase domain (AHRD V3.3 *-* A0A200R9A8_9MAGN)
Solyc12g016060.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *-* A0A2U1KQF7_ARTAN)
Solyc12g016070.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *-* A0A2U1KQF7_ARTAN)
Solyc12g016090.1.1 ,Protein kinase domain (AHRD V3.3 *-* A0A200R9A8_9MAGN)
Solyc12g016100.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *** A0A2U1KQF7_ARTAN)
Solyc12g016110.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *-* A0A2U1KQF7_ARTAN)
Solyc12g016120.4.1 ,Protein kinase-like domain-containing protein (AHRD V3.11 *-* tr|A0A2U1KQF7|A0A2U1KQF7_ARTAN)
Solyc12g016125.2.1 ,Protein kinase domain (AHRD V3.11 *-* tr|A0A200R9A8|A0A200R9A8_9MAGN)
Solyc12g016130.1.1 ,Protein kinase domain (AHRD V3.3 *-* A0A200R9A8_9MAGN)
Solyc12g016140.1.1 ,Protein kinase-like domain-containing protein (AHRD V3.3 *** A0A2U1KQF7_ARTAN)
Solyc12g016143.1.1 ,Unknown protein
Solyc12g016147.1.1 ,AGAMOUS-like 96 (AHRD V3.3 --* AT5G06500.1)
Solyc12g162560.1.1 ,MADS-box transcription factor ANR1 (AHRD V3.11 *** tr|A0A2G3CHN2|A0A2G3CHN2_CAPCH)
Solyc12g160300.1.1 ,Agamous-like MADS-box protein AGL80 (AHRD V3.11 *** tr|A0A2I0VKN9|A0A2I0VKN9_9ASPA)
Solyc12g016150.1.1 ,Agamous-like MADS-box protein AGL80 (AHRD V3.3 *-* A0A2I0VKN9_9ASPA)
Solyc12g016170.1.1 ,Agamous-like MADS-box protein AGL80 (AHRD V3.3 *** A0A2I0VKN9_9ASPA)
Solyc12g016180.1.1 ,Agamous-like mads-box protein agl80-like (AHRD V3.3 *** A0A2K3MA14_TRIPR)
Solyc12g016190.2.1 ,High mobility group B protein 10 (AHRD V3.3 *** A0A2G2X5K3_CAPBA)
Solyc12g016200.1.1 ,Unknown protein
Solyc12g162260.1.1 ,Cysteine/Histidine-rich C1 domain family protein (AHRD V3.11 *-* tr|Q9FIY8|Q9FIY8_ARATH)
Solyc12g016210.2.1 ,tRNA dimethylallyltransferase (AHRD V3.3 *** AT3G23255.2)
Solyc12g162570.1.1 ,UBN2_2 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3DGI9|A0A1Q3DGI9_CEPFO)
Solyc12g016220.3.1 ,Disease resistance protein (AHRD V3.3 *-* A0A2U1P003_ARTAN)
Solyc12g017230.2.1 ,hypothetical protein (AHRD V3.3 *** AT4G26450.2)
Solyc12g017240.2.1 ,xyloglucan endo-transglycosylase B1
Solyc12g017250.2.1 ,"photosystem II 10 kDa polypeptide, chloroplastic (AHRD V3.3 *** A0A2I4F6M0_9ROSI)"
Solyc12g017260.2.1 ,protein PA.1
Solyc12g017263.1.1 ,Unknown protein
Solyc12g017265.1.1 ,Unknown protein
Solyc12g017267.1.1 ,Unknown protein
Solyc12g017280.2.1 ,ARM repeat superfamily protein (AHRD V3.3 *** F4IDJ4_ARATH)
Solyc12g017290.1.1 ,60S ribosomal protein L9 (AHRD V3.3 *** A0A2G3AX04_CAPCH)
Solyc12g017300.1.1 ,Agamous-like mads-box protein agl80-like (AHRD V3.3 *-* A0A2K3LUY1_TRIPR)
Solyc12g017310.3.1 ,Defective in cullin neddylation protein (AHRD V3.3 *** A0A2G2VEI1_CAPBA)
Solyc12g017340.1.1 ,Metal tolerance protein 10 (AHRD V3.3 *-* A0A2G2YIH1_CAPAN)
Solyc12g017350.2.1 ,Cation efflux protein (AHRD V3.3 *** A0A200Q589_9MAGN)
Solyc12g017360.3.1 ,Carbohydrate-binding X8 domain superfamily protein (AHRD V3.3 *-* F4IF51_ARATH)
Solyc12g017370.3.1 ,Myb family transcription factor APL (AHRD V3.3 *** A0A1U8G1X9_CAPAN)
Solyc12g017380.3.1 ,Organic cation/carnitine transporter 2 (AHRD V3.3 *** A0A2G3BN50_CAPCH)
Solyc12g017390.3.1 ,Viroid symptom modulation protein (AHRD V3.3 *** Q9M728_SOLLC)
Solyc12g017400.3.1 ,NAC domain-containing protein (AHRD V3.3 *-* A0A2K3MP41_TRIPR)
Solyc12g017410.2.1 ,Zinc finger transcription factor 76
Solyc12g017420.2.1 ,ABC transporter-like (AHRD V3.3 *** A0A200R0Y3_9MAGN)
Solyc12g017430.4.1 ,ENTH/ANTH/VHS superfamily protein (AHRD V3.11 *-* tr|A0A2U1N0Z9|A0A2U1N0Z9_ARTAN)
Solyc12g017440.1.1 ,ENTH/ANTH/VHS superfamily protein (AHRD V3.3 *** A0A2U1N0Z9_ARTAN)
Solyc12g017450.2.1 ,Ubiquitin-specific protease family C19 protein (AHRD V3.3 *** A0A2K3NKS0_TRIPR)
Solyc12g017460.1.1 ,GDSL esterase/lipase At5g03980-like (AHRD V3.3 *** A0A1S3YRJ5_TOBAC)
Solyc12g017470.2.1 ,3-phosphoinositide-dependent protein kinase.1
Solyc12g017475.1.1 ,Unknown protein
Solyc12g017480.3.1 ,Plant intracellular Ras-group-related LRR protein (AHRD V3.3 *** A0A2R6R402_ACTCH)
Solyc10g017770.2.1 ,DDE_4 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3CYU2|A0A1Q3CYU2_CEPFO)
Solyc12g162280.1.1 ,Heat shock 70 kDa protein (AHRD V3.11 *-* tr|A0A2G2XBM3|A0A2G2XBM3_CAPBA)
Solyc12g017510.2.1 ,RAP domain (AHRD V3.3 *** A0A200Q768_9MAGN)
Solyc12g017520.2.1 ,Late embryogenesis abundant protein (AHRD V3.11 *-* tr|A0A2K3L9G4|A0A2K3L9G4_TRIPR)
Solyc12g017530.1.1 ,Unknown protein
Solyc12g017540.2.1 ,Ankyrin repeat protein SKIP35 (AHRD V3.3 *** A0A1U8ESM2_CAPAN)
Solyc12g017550.1.1 ,Leucine-rich repeat protein kinase family protein (AHRD V3.3 *-* A0A2U1M2T8_ARTAN)
Solyc12g017570.2.1 ,Guanosine nucleotide diphosphate dissociation inhibitor (AHRD V3.3 *** O22402_TOBAC)
Solyc12g160310.1.1 ,ATP-citrate synthase beta chain protein 1 (AHRD V3.11 *-* tr|A0A2G2WU13|A0A2G2WU13_CAPBA)
Solyc12g017610.1.1 ,CW-type Zinc Finger (AHRD V3.3 *-* F4IZK5_ARATH)
Solyc12g017620.1.1 ,Unknown protein
Solyc12g017630.2.1 ,Ribosomal RNA small subunit methyltransferase NE.1
Solyc12g017660.3.1 ,Peroxidase (AHRD V3.3 *-* K4BAZ4_SOLLC)
Solyc12g017670.4.1 ,ubiquitin-like-specific protease ESD4 (AHRD V3.11 --* XP_021808599.1)
Solyc12g160320.1.1 ,60S ribosomal protein L19-2 (AHRD V3.11 *-* tr|A0A2G3C1J0|A0A2G3C1J0_CAPCH)
Solyc12g017675.2.1 ,Ribosomal RNA small subunit methyltransferase NE.1
Solyc12g017690.3.1 ,Queuine tRNA-ribosyltransferase accessory subunit 2 (AHRD V3.3 *** A0A328DYD0_9ASTE)
Solyc12g017700.2.1 ,RNA helicase family protein (AHRD V3.3 *** F4IE90_ARATH)
Solyc12g017710.1.1 ,Protein kinase-like protein (AHRD V3.3 *** Q8LCP0_ARATH)
Solyc12g017720.1.1 ,mitogen-activated protein kinase kinase kinase 18-like (AHRD V3.3 *-* XP_004242223.1)
Solyc12g017730.1.1 ,Disease resistance protein (AHRD V3.3 *-* A0A2U1M2V8_ARTAN)
Solyc12g160330.1.1 ,Disease resistance protein (AHRD V3.11 *-* tr|A0A200PZX1|A0A200PZX1_9MAGN)
Solyc12g017740.1.1 ,Protein kinase-like protein (AHRD V3.3 *** Q8LCP0_ARATH)
Solyc12g162290.1.1 ,Disease resistance protein (AHRD V3.11 *-* tr|A0A2U1P3B4|A0A2U1P3B4_ARTAN)
Solyc12g017760.3.1 ,Protein kinase-like protein (AHRD V3.11 *-* tr|Q8LCP0|Q8LCP0_ARATH)
Solyc12g017770.1.1 ,Mitogen-activated protein kinase kinase kinase 3 (AHRD V3.3 --* M3K3A_ARATH)
Solyc12g017780.3.1 ,serine/threonine-protein kinase chk-1-like (AHRD V3.11 *-* XP_010314102.2)
Solyc12g017790.1.1 ,mitogen-activated protein kinase kinase kinase 2-like (AHRD V3.3 *-* A0A2I4FL67_9ROSI)
Solyc12g162300.1.1 ,Mitogen-activated protein kinase kinase kinase 3-like protein (AHRD V3.11 *-* tr|A0A2K3PL87|A0A2K3PL87_TRIPR)
Solyc12g017800.4.1 ,Disease resistance protein (AHRD V3.11 *** tr|A0A2U1N8H9|A0A2U1N8H9_ARTAN)
Solyc12g017810.1.1 ,Disease resistance protein (AHRD V3.3 *-* A0A2U1N8H9_ARTAN)
Solyc12g017820.2.1 ,Golgi-to-ER traffic-like protein (AHRD V3.3 *** A0A1P8BH44_ARATH)
Solyc12g017830.3.1 ,Brefeldin A-inhibited guanine nucleotide-exchange protein 5 (AHRD V3.3 *** A0A2G2ZX29_CAPAN)
Solyc12g017840.2.1 ,Protein kinase domain (AHRD V3.3 *** A0A200QZ79_9MAGN)
Solyc12g162310.1.1 ,Tubulin alpha-1 chain (AHRD V3.11 *-* tr|A0A2G2VFD5|A0A2G2VFD5_CAPBA)
Solyc12g017850.2.1 ,DUF5.1
Solyc12g160340.1.1 ,MADS-box protein SOC1-like (AHRD V3.11 *** XP_004252157.1)
Solyc12g017855.2.1 ,MADS-box transcription factor ANR1 (AHRD V3.11 *-* tr|A0A2G3CHN2|A0A2G3CHN2_CAPCH)
Solyc12g162590.1.1 ,MADS-box transcription factor ANR1 (AHRD V3.11 *-* tr|A0A2G3CHN2|A0A2G3CHN2_CAPCH)
Solyc12g017860.3.1 ,Helicase (AHRD V3.3 *** A0A200R9A6_9MAGN)
Solyc12g017870.2.1 ,Peroxidase (AHRD V3.3 *** K4DDB5_SOLLC)
Solyc12g017883.2.1 ,PttA' (AHRD V3.11 *-* tr|O22369|O22369_PETHY)
Solyc12g150107.1.1 ,Unknown protein
Solyc12g017887.1.1 ,Unknown protein
Solyc12g017900.3.1 ,Potassium transporter (AHRD V3.3 *-* A0A2G3A576_CAPAN)
Solyc12g017910.2.1 ,Potassium transporter (AHRD V3.3 *** A0A2G3A576_CAPAN)
Solyc12g017920.3.1 ,Poly(ADP-ribose) glycohydrolase.1
Solyc12g162600.1.1 ,DUF4219 domain-containing protein/UBN2 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3CXB3|A0A1Q3CXB3_CEPFO)
Solyc12g017960.1.1 ,hypothetical protein (AHRD V3.3 *** AT2G44010.1)
Solyc12g017970.1.1 ,GPI-anchored adhesin-like protein (AHRD V3.3 *** AT2G43990.1)
Solyc12g162320.1.1 ,SNF1-related protein kinase regulatory subunit beta-3 (AHRD V3.11 *** tr|A0A2G2WMW8|A0A2G2WMW8_CAPBA)
Solyc12g018990.2.1 ,"Inosine-uridine preferring nucleoside hydrolase family protein, expressed (AHRD V3.3 *** Q84MH2_ORYSJ)"
Solyc12g019000.2.1 ,La-related protein 6B (AHRD V3.3 *** A0A2G2X5H3_CAPBA)
Solyc12g019010.2.1 ,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (AHRD V3.3 *** A0A0A5PD05_CITFR)
Solyc12g019040.3.1 ,Exostosin family protein (AHRD V3.3 *-* AT3G42180.5)
Solyc12g019050.2.1 ,Exostosin-like (AHRD V3.3 *** A0A200Q881_9MAGN)
Solyc12g019055.1.1 ,Unknown protein
Solyc12g019060.2.1 ,Ankyrin repeat-containing protein (AHRD V3.3 *** A0A1U8F3K5_CAPAN)
Solyc12g019070.1.1 ,"Type II inositol 1,4,5-trisphosphate 5-phosphatase 14 (AHRD V3.3 *-* A0A2G3AX32_CAPCH)"
Solyc12g019080.3.1 ,type I inositol polyphosphate 5-phosphatase 12-like (AHRD V3.3 *** A0A2I4G632_9ROSI)
Solyc12g019090.2.1 ,Serine/threonine-protein phosphatase 7 long form-like protein (AHRD V3.3 *-* A0A1J3IZ43_NOCCA)
Solyc12g019100.2.1 ,Valine--tRNA ligase (AHRD V3.3 *-* A0A2G3CUT8_CAPCH)
Solyc12g019110.3.1 ,Valine--tRNA ligase (AHRD V3.3 *** A0A1J3DKQ5_NOCCA)
Solyc12g019120.2.1 ,Pectin lyase-like superfamily protein (AHRD V3.3 *** O80559_ARATH)
Solyc12g019130.3.1 ,Pectin lyase-like superfamily protein (AHRD V3.3 *** Q9SLM8_ARATH)
Solyc12g019140.3.1 ,Pectin lyase-like superfamily protein (AHRD V3.3 *** Q9SLM8_ARATH)
Solyc12g019150.1.1 ,Unknown protein
Solyc12g019144.1.1 ,RING/U-box superfamily protein (AHRD V3.3 *-* A0A1P8B1Z6_ARATH)
Solyc12g162340.1.1 ,Ribonuclease H domain (AHRD V3.11 *-* tr|A0A200QXW3|A0A200QXW3_9MAGN)
Solyc12g160350.1.1 ,Photosystem II CP43 reaction center protein (AHRD V3.11 *-* tr|A0A2G2WUM4|A0A2G2WUM4_CAPBA)
Solyc12g019180.2.1 ,Pectin lyase-like superfamily protein (AHRD V3.3 *** A0A1I9LP65_ARATH)
Solyc12g019190.1.1 ,RING/U-box superfamily protein (AHRD V3.3 *-* A0A2U1PN10_ARTAN)
Solyc12g162350.1.1 ,E3 ubiquitin-protein ligase MBR2-like isoform X1 (AHRD V3.11 --* XP_021632692.1)
Solyc12g019200.2.1 ,RING/U-box superfamily protein (AHRD V3.3 *-* A0A2U1PN10_ARTAN)
Solyc12g162360.1.1 ,RING/U-box superfamily protein (AHRD V3.11 *-* tr|A0A2U1PN10|A0A2U1PN10_ARTAN)
Solyc12g019220.1.1 ,Pectin lyase-like superfamily protein (AHRD V3.3 *** A0A1I9LP65_ARATH)
Solyc12g019230.2.1 ,Pectin lyase-like superfamily protein (AHRD V3.3 *** A0A1I9LP65_ARATH)
Solyc12g019240.3.1 ,Sesquiterpene synthase (AHRD V3.3 *** G8H5N2_SOLHA)
Solyc12g162370.1.1 ,Sesquiterpene synthase (AHRD V3.11 *-* tr|G5CV52|G5CV52_SOLLC)
Solyc12g160010.1.1 ,Gag/pol polyprotein (AHRD V3.11 *-* tr|A0A2K3NP54|A0A2K3NP54_TRIPR)
Solyc12g019290.1.1 ,Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3CC33_CAPCH)
Solyc12g019300.2.1 ,Acetolactate synthase small subunit chloroplastic-like (AHRD V3.3 *-* A0A2K3NNG6_TRIPR)
Solyc12g019320.2.1 ,Protein DETOXIFICATION (AHRD V3.3 *** A0A2U1NP73_ARTAN)
Solyc12g019330.3.1 ,Protein DETOXIFICATION (AHRD V3.3 *-* A0A218XXF5_PUNGR)
Solyc12g019335.1.1 ,Protein DETOXIFICATION (AHRD V3.3 *-* A0A200R7H3_9MAGN)
Solyc12g019340.1.1 ,Unknown protein
Solyc12g019347.1.1 ,cytokinin dehydrogenase 3-like (AHRD V3.3 *-* XP_015384891.1)
Solyc12g160490.1.1 ,MP domain-containing protein (AHRD V3.11 *** tr|A0A1Q3AY57|A0A1Q3AY57_CEPFO)
Solyc12g160710.1.1 ,MP domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3C7X0|A0A1Q3C7X0_CEPFO)
Solyc12g019410.3.1 ,Protein kinase domain (AHRD V3.3 *** A0A200QJI2_9MAGN)
Solyc12g019420.3.1 ,BTB/POZ and TAZ domain-containing protein 3 (AHRD V3.3 *** A0A1U8ET19_CAPAN)
Solyc12g162380.1.1 ,Calpain-type cysteine protease DEK1 (AHRD V3.11 *-* tr|A0A2G3AT45|A0A2G3AT45_CAPCH)
Solyc12g160500.1.1 ,Flavin-containing monooxygenase (AHRD V3.11 *-* tr|A0A2G2XYL1|A0A2G2XYL1_CAPAN)
Solyc12g019430.3.1 ,AT hook motif DNA-binding family protein (AHRD V3.3 *-* A0A2U1PYS7_ARTAN)
Solyc12g019440.4.1 ,Pectin acetylesterase (AHRD V3.11 *** tr|K4DDH0|K4DDH0_SOLLC)
Solyc12g019450.1.1 ,Heavy metal-associated isoprenylated plant protein 26 (AHRD V3.3 --* A0A2G2ZMM7_CAPAN)
Solyc12g019460.2.1 ,mitogen-activated protein kinase 1
Solyc12g019470.2.1 ,stress response protein (AHRD V3.3 *** AT3G59800.2)
Solyc12g019477.1.1 ,Tetratricopeptide-like helical domain-containing protein (AHRD V3.3 *-* A0A2U1KA88_ARTAN)
Solyc12g160720.1.1 ,DDE_4 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3B0F1|A0A1Q3B0F1_CEPFO)
Solyc12g160730.1.1 ,"Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial (AHRD V3.11 *-* tr|A0A2G2V8P5|A0A2G2V8P5_CAPBA)"
Solyc12g019480.3.1 ,Formin-like protein (AHRD V3.3 *-* A0A2G2X5C4_CAPBA)
Solyc12g019490.2.1 ,"acyl-coenzyme A thioesterase 9, mitochondrial-like isoform X2 (AHRD V3.3 *** A0A2I4GBM4_9ROSI)"
Solyc12g019540.2.1 ,Unknown protein
Solyc12g019550.2.1 ,hypothetical protein (AHRD V3.3 *-* AT1G21500.1)
Solyc12g019560.1.1 ,Serine carboxypeptidase-like.1
Solyc12g019570.2.1 ,Serine carboxypeptidase-like 18 (AHRD V3.3 *** A0A2G3A0B2_CAPAN)
Solyc12g162390.1.1 ,Calpain-type cysteine protease DEK1 (AHRD V3.11 *-* tr|A0A2G3AT45|A0A2G3AT45_CAPCH)
Solyc12g019620.2.1 ,Pleiotropic drug resistance protein (AHRD V3.3 *** C8CA13_CUCSA)
Solyc12g019640.2.1 ,Pleiotropic drug resistance protein (AHRD V3.3 *-* C8CA13_CUCSA)
Solyc12g019623.2.1 ,Cytochrome P450 (AHRD V3.11 *** tr|A0A200PMP8|A0A200PMP8_9MAGN)
Solyc12g019645.1.1 ,Unknown protein
Solyc12g019680.1.1 ,Cytochrome P450 (AHRD V3.3 *** A0A2U1MA11_ARTAN)
Solyc12g019690.2.1 ,small basic intrinsic protein 1.1
Solyc12g019700.1.1 ,Unknown protein
Solyc12g019710.1.1 ,Unknown protein
Solyc12g019715.1.1 ,Unknown protein
