Affy_identifier,T0 no addition,30min no addition,3hrs no addition,30 min 3mM KCl,3 hrs 3mM KCl,30 min 3mM KNO3 (A),30min 3mM KNO3 (B),3hrs 3mM KNO3 (A),3hrs 3mM KNO3 (B),Full nutrition (A),Full nutrition (B),Full nutrition (C ),Gene product
266118_at,422.6,448.9,411.2,413.1,457.1,357.8,505.5,501.4,491.1,560.4,1195,1239.5,protease inhibitor II  ; supported by cDNA: gi_15293090_gb_AY050979.1_
266119_at,385.8,503.4,439,496.6,517.6,741.1,641.2,749.3,486.1,1018.2,1613.3,1575.2," protease inhibitor II identical to GB:X69139, contains a gamma-thionin family signature (PDOC00725); supported by cDNA: gi_13878184_gb_AF370355.1_AF370355  "
266120_at,44.5,43.6,45.8,49.1,51.5,40.8,41.4,61.2,71.5,59.1,51.3,66.4,putative C2H2-type zinc finger protein  ; supported by cDNA: gi_15810270_gb_AY056174.1_
266121_at,142.2,155.4,137,117.6,150.9,145.6,111.8,166.8,136.4,186.2,146.9,148.2,unknown protein  ; supported by cDNA: gi_16604650_gb_AY059770.1_
266122_at,98.7,101.1,115.8,112.4,110.8,121.4,117.5,123.9,114.5,105.5,95,100.8,putative helicase  ; supported by cDNA: gi_16648974_gb_AY059857.1_
266123_at,355.5,483.4,525,582.1,671.6,465.3,446.9,1180.7,1420.3,2486.3,3008.3,2781.4,unknown protein identical to GB:AAB82643supported by full-length cDNA: Ceres:17187.
266124_at,16.8,13.8,14.9,19.4,14.8,18.3,12.1,30.3,16.9,34.1,12.5,10.9,putative PREG1-like negative regulator
266125_at,57.2,40.4,39.2,63.7,55.6,44.7,30.8,69.3,48.4,56.1,58.9,48,putative GATA-type zinc finger transcription factor
266126_at,32.5,24.9,25.5,21.1,22.3,18.9,20,13.8,13.2,20,11.1,14.8,putative metalloproteinase  ; supported by cDNA: gi_3128476_gb_AF062640.1_AF062640
266127_s_at,388.1,432.5,467.2,391.7,434.3,403,340.3,480.9,511.7,316.5,328.3,287.6,putative mitochondrial translation elongation factor G
266128_at,0.5,0.3,0.7,0.3,0.2,0.2,0.4,0.3,0.3,0.4,0.2,0.2,hypothetical protein predicted by genscan
266129_at,51.4,13.4,12.8,23.1,18.7,26.1,29.4,19.7,16.7,26.1,25.2,27.1,hypothetical protein predicted by genscan
266130_at,60.5,62.7,60.1,63.9,67.2,60.4,56.5,46.9,35,41.8,48.6,46.3,putative transcription activator
266131_at,122.5,115.5,118.6,119.6,113.8,100.1,82.7,97.1,100.5,117.3,88.6,110.8,putative SCARECROW gene regulator
266132_at,8.5,2.1,4.8,5,6.5,6.1,8.7,4.8,1.2,7.3,0.7,5.5,hypothetical protein predicted by genscan
266133_at,27.7,19.9,18.9,17.7,19.3,28.7,25.7,19.3,14.2,9.7,11.6,13.1,putative C2H2-type zinc finger protein
266134_s_at,0.4,2.6,0.4,3,0.1,3.6,2.8,4.4,0.4,1.8,0.2,0.1,putative beta-expansin
266135_at,30.8,31.3,27.5,22.9,24.3,30.1,22.4,28.6,22.7,48.8,41.8,39.2,putative transcription factor IIIB 70 KD subunit (TFIIIB)
266136_at,56.3,42.1,42.8,44.5,51.7,50.5,63.1,65.9,76,77,56.8,48.7,unknown protein  ;supported by full-length cDNA: Ceres:151697.
266137_at,167.1,174.5,191.6,166.7,167,176.9,120.2,142.3,117.5,184.5,189,124.4,unknown protein  ;supported by full-length cDNA: Ceres:34688.
266138_at,116.6,117.8,120.6,130.7,113.1,105.8,128.6,112.7,112.2,95.1,104.4,108,unknown protein  ; supported by full-length cDNA: Ceres: 17020.
266139_at,1.3,0.5,0.5,1.3,2.3,0.8,4.4,0.9,0.6,0.8,5.2,3.6,Expressed protein ; supported by full-length cDNA: Ceres: 36243.
266140_at,54.9,51.2,53.9,66.8,45,60.6,34.5,82.2,53.9,110.7,71.1,70.3,nodulin-like protein  ; supported by cDNA: gi_16209713_gb_AY057618.1_
266141_at,12.1,9.8,12.5,8.8,9.8,7.7,1.1,15.9,9.2,8.3,1.2,22.7,protease inhibitor II contains a gamma-thionin family signature (PDOC00725)
266142_at,7.4,6.7,5.8,9.8,6.2,8.6,6.7,3.8,3.2,580.8,17.8,28.5,unknown protein  ; supported by cDNA: gi_15451161_gb_AY054661.1_
266143_at,13.6,5.9,6,9.6,9.6,13.5,11,9.5,8.8,8.7,1.5,5.3,Expressed protein ; supported by cDNA: gi_15529213_gb_AY052231.1_
266144_at,1.1,0.6,0.7,1,0.2,1.8,0.5,0.6,4.1,3.2,0.4,0.7,hypothetical protein
266145_at,0.2,0,1.6,0,0,0.2,0.2,0.4,0.2,0.1,0,0,putative TNP2-like transposon protein
266146_at,5.8,4.9,3.9,7.2,4.1,3.6,6.4,4,1,2.5,8.4,11.1,En/Spm-like transposon protein related to En/Spm transposon family of maize
266147_at,0.2,1.9,1.3,2.6,1.6,1.7,0.5,0.4,1.8,2.3,0,0,putative C-1-tetrahydrofolate synthase
266148_x_at,12.3,9.7,10.8,17.1,7.4,17.4,16.7,13.7,10.4,11.9,8.2,13.6,En/Spm-like transposon protein related to En/Spm transposon family of maize
266149_x_at,14.3,14.2,5.6,10.2,12.8,14.1,12,10.9,15.5,15.2,19.6,14.1,En/Spm-like transposon protein related to En/Spm transposon family of maize
266150_s_at,36,61.3,63.4,63,69.5,30.3,26.2,88.9,36.1,150.3,52,31.4,hypothetical protein
266151_x_at,3.7,3.3,2.6,2.6,11.4,8.3,3.5,3.8,3,3,2.7,2.7,En/Spm transposon protein (mosaic-like protein) related to En/Spm transposon family of maize
266152_s_at,15.5,9.5,9.9,15.5,9.4,12.6,12,16,8.7,20.5,15.9,9.1,hypothetical protein predicted by genscan
266153_at,0.6,0.5,0.5,1.1,0.5,0.6,1.2,1,0.9,0.6,1,0.7,hypothetical protein
266154_at,12.1,9.7,14.7,26.3,6.9,16.8,4.6,12.8,4.3,9.7,1.2,6.8,putative cytochrome p450
266155_at,45.4,65.9,56.3,27.7,60,32,22.7,32.3,28.4,24.3,25.5,20.2," cytochrome p450, putative similar to cytochrome p450 GI:438242 from [Solanum melongena]; supported by cDNA: gi_14334809_gb_AY035078.1_  "
266156_at,198.8,176.1,177.3,153.4,163.5,103.9,123.8,260.3,176.4,117.6,165.4,136.6,hypothetical protein predicted by genscan
266157_at,14.3,10.3,12.4,11.9,10.9,4.4,10.9,13.6,16.1,17.5,17.5,7.1,unknown protein
266158_at,89.3,85.8,104.5,100,88.1,86,78.9,103.7,106.7,74.3,82.1,84.1,putative ABC transporter
266159_at,3.2,0.1,0.2,0.2,2,0.9,1.1,0.3,0.3,2.3,0.1,0.3,putative chloroplast nucleoid DNA binding protein
266160_at,6.8,2.1,5.2,5.7,5.1,3.6,6,5.8,5.1,7.2,1.2,0.8,hypothetical protein
266161_at,5.9,0.2,1.6,4.7,4.2,0.3,6.4,3.9,2,0.2,0.9,0.2,hypothetical protein
266162_at,35.2,20.2,25.9,22.7,31.1,24.4,28.1,22.9,26.7,15.9,26.5,17.4,putative bHLH transcription factor
266163_at,61.7,57.3,88.3,75.1,66.3,70.6,52.7,83.7,56.8,73.6,56.6,54.1,hypothetical protein predicted by genscan
266164_at,17.1,9.3,11.7,18.8,12.2,15.9,12.2,14.8,13.1,12.2,12.9,11.4,putative salt-inducible protein
266165_at,561.8,657.1,732.7,752.5,717.5,810.6,730.2,1155.1,1118.8,1502.5,1009.6,1008.5,putative copper/zinc superoxide dismutase identical to GP:3273753:AF061519;supported by full-length cDNA: Ceres:39796.
266166_at,180.7,129.9,154.2,141.1,125.2,135,130.6,134.2,150.4,125.7,158.5,221.5,putative glucosyltransferase  ; supported by full-length cDNA: Ceres: 13761.
266167_at,404.5,238.6,210.2,207.2,216.9,226.3,380.2,245.3,297.3,544.1,408.3,219.8,unknown protein  ;supported by full-length cDNA: Ceres:114031.
266168_at,71.6,120.2,92.4,90.5,101.8,54.8,57.6,187.7,47.2,1749.2,2025.8,500.9,putative protease inhibitor  ;supported by full-length cDNA: Ceres:11662.
266169_at,5.2,1.6,2.1,1,1.1,3.6,2.9,2.5,1,4.3,3.6,0.7,putative protease inhibitor  ;supported by full-length cDNA: Ceres:17830.
266170_at,350.8,332.2,342,309.5,347.6,246.8,342.8,100.9,151.8,70.9,67.5,72.9,unknown protein  ;supported by full-length cDNA: Ceres:39558.
266171_at,47.5,48.5,42.8,31.2,37.3,38.9,48,42.4,40.8,41.7,39.8,49,putative CCAAT-binding transcription factor subunit identical to GB:Y13723; contains a CBF/NF-Y subunit signature (PDOC00578) presernt in members of histone-like transcription factor family; supported by full-length cDNA: Ceres: 7805.
266172_at,534.5,628.9,622.4,578.7,651.9,694.6,708.1,1379.5,1378.6,617.1,1104.9,1264.9,putative aquaporin (water channel protein)  ; supported by cDNA: gi_15010777_gb_AY045690.1_
266173_at,13.6,11.2,13.9,7.5,14.6,12.4,13.8,19.9,14.6,25.1,25.1,32.3,unknown protein
266174_at,9.1,5.5,6.3,13.9,7,8.2,10.5,9.8,5.8,12.9,11.5,8.1,hypothetical protein predicted by genscan
266175_at,12,13.4,10.4,15.5,13.7,10.5,22.6,22.9,12.7,16.7,35.1,31.3,NAM (no apical meristem)-like protein
266176_at,13.9,10.9,9.4,2,11.9,10.1,14.7,6,7.6,5.9,5.8,3.1,lectin-like protein
266177_at,11,7.1,10.1,11.1,7.7,16.5,13.8,8.7,5.1,8.4,4.9,10,putative phloem-specific lectin
266178_at,0.5,0.7,0.8,0.8,0.6,0.9,0.5,0.7,0.2,1.8,0.2,0.4,putative phloem-specific lectin
266179_at,4.9,1.4,1.2,2.3,0.6,3.4,7.4,1.6,1.1,0.8,0.2,0.4,putative phloem-specific lectin
266180_at,144,140.3,158.9,125.2,129.5,117.1,110,122.1,130.1,110.3,108.5,125.7,putative PHD-type zinc finger protein  ;supported by full-length cDNA: Ceres:38635.
266181_at,488.9,482.1,437.4,285.9,374.7,262.4,340,225.1,230,275.6,318,187.5,putative glutathione S-transferase  ; supported by cDNA: gi_15450462_gb_AY052332.1_
266182_at,182.9,136.2,175.5,148.6,167.5,132.9,143.3,140.3,131.5,72.4,78.7,86.4,hypothetical protein predicted by genscan and genefinder; supported by cDNA: gi_13605570_gb_AF361611.1_AF361611
266183_at,1.2,1.1,2.8,6.7,0.7,4.5,2,3,1.9,4.2,1,0.4,unknown protein
266184_s_at,66.5,58.4,65.5,80.7,59.3,85,78.6,79.4,47.7,71.4,92.2,59,phosphate transporter (AtPT2) identical to GB:U62331
266185_at,71.7,78.6,74.6,71.7,69.7,83.1,79.3,84.7,78.8,71.1,79.2,78.1,unknown protein
266186_at,34.9,36.7,35.7,47,50.5,38.9,34,43.4,30.1,50,44.1,36.4,unknown protein
266187_at,66.9,60.9,66.9,52.2,50,40.3,39.3,38.9,81.4,42.1,39.2,49.4,putative retroelement pol polyprotein
266188_at,116.1,131.2,119.8,96.9,108.5,85.6,113.1,64.6,76.5,89.2,113.4,103.4,unknown protein
266189_at,137.2,146.1,154.9,167.2,181.9,189.7,159.2,229.2,234.1,170.5,117.4,129.7,unknown protein
266190_at,41.1,49.9,51.2,52.3,56.5,37.4,46.5,38.9,37.8,34.9,25.5,57,unknown protein
266191_at,113.3,106.4,122.4,134.3,132.3,88.3,98.5,71.6,75.8,64.6,73.3,68.9,putative peroxidase
266192_at,205.1,226.6,247,230.6,225.6,214,201.8,227.8,200.1,284.8,276.8,293.5,unknown protein
266193_at,78.7,77.9,79.7,86.8,89,94.7,86.2,95.4,86.8,110.4,195.2,191,unknown protein
266194_at,36.1,30.1,28.9,32.6,42,36.3,37.1,40.4,35.8,34.7,36.5,45,unknown protein
266195_at,23.5,23,11.5,16.2,16.5,20.2,15.8,16.8,16.1,14.8,20.7,15.9,putative RING zinc finger protein
266196_at,167.8,164.9,170,238.4,158.9,224.8,226.7,103.9,99.9,77.4,55,61.8,putative protein kinase contains a protein kinase domain profile (PDOC00100)
266197_at,15,20,29.2,21,19.9,21.7,14.8,31.4,24.7,14.6,17,16.2,hypothetical protein predicted by genscan and genefinder
266198_at,4.6,0.2,5.3,8.1,7.1,5,4.9,3.7,3.8,6.4,1.2,3.3,unknown protein predicted by genscan and genefinder
266199_at,11.8,7.2,6.8,16.4,10.6,21.4,12.8,19.3,12.1,17.4,6.6,7.4,putative calcium-dependent protein kinase
266200_at,2.5,2,6.8,2.6,7.5,2.6,2,3,1.8,1,1.6,0.4,hypothetical protein predicted by genscan
266201_at,10.7,4.2,8.1,12.2,7.7,12.2,11.2,12.4,9.2,6.6,9.5,8.1,similar to MtN3 protein  ;supported by full-length cDNA: Ceres:20810.
266202_at,95.8,79.3,78.2,78.1,71.4,70.9,78.9,68.2,75.3,60.1,74.8,72.4,putative cinnamoyl-CoA reductase
266203_at,40.4,56.3,54.8,59.3,56.9,56.7,42,76.8,53.6,62.5,56.7,54.8,putative phloem-specific lectin
266204_at,15.4,17,11.7,8.8,9.6,15.6,16.3,22.2,18,21.5,17.8,17.2,hypothetical protein predicted by genscan
266205_s_at,1292.4,1391.2,1122.6,1335.4,1264.5,1237,1337.3,979.4,1098.7,1176.4,953.2,1079.7,putative dTDP-glucose 4-6-dehydratase  ;supported by full-length cDNA: Ceres:28205.
266206_at,652.6,698.8,628.9,596.1,682.5,658.4,740.9,641.3,714.3,707,418.5,485.6,unknown protein  ; supported by full-length cDNA: Ceres: 3359.
266207_at,95.6,118.7,128,135.2,130.4,109.3,88.9,114,81.6,376.3,363.1,399.3,unknown protein  ; supported by cDNA: gi_13358176_gb_AF324984.2_AF324984
266208_at,37.3,24.9,29.9,23.4,28.1,25.3,20.4,35.9,42.7,21.9,24.8,15,putative tRNA isopentenylpyrophosphate transferase  ; supported by cDNA: gi_12383201_gb_AF109376.2_AF109376
266209_at,314.1,304.8,315.7,272.4,275.6,255.9,227.3,150.3,132.8,187.7,121.2,76.8,similar to terminal flower  ; supported by cDNA: gi_4521162_dbj_AB024715.1_AB024715
266210_at,655.2,672.7,685,752,645.6,738.5,779.5,1042,1272.9,824.4,924.3,1006.3,60S ribosomal protein L10A  ; supported by cDNA: gi_13430467_gb_AF360146.1_AF360146
266211_at,9,6.3,7.9,12.4,9.7,22.9,15.4,12,9.4,9.6,13.8,7,putative retroelement pol polyprotein
266212_at,10.9,3.1,5.4,13.4,9.7,13.5,8.7,9.1,8.6,8.1,7.3,8,putative retroelement pol polyprotein
266213_s_at,5,2,2.3,2.3,1.7,1.9,1.6,0.9,1.1,1.7,1.9,6.3,Mutator-like transposase similar to  MURA transposase of maize Mutator transposon
266214_at,1.9,0.7,1.6,2.8,2.3,2.4,1.1,2.3,1.1,1.7,0.1,0.1,putative retroelement integrase
266215_at,228.1,236.6,223.6,237.5,205,170.8,266.6,321.4,448.1,473.3,1249.2,1457.8,putative endoxyloglucan glycosyltransferase identical to GB:D16454;supported by full-length cDNA: Ceres:15276.
266216_at,130.1,133.2,146.4,128,124.3,169.2,155.1,143.3,160.6,122.1,92.7,120.1,putative DOF zinc finger protein
266217_at,13.4,15.5,16.4,19.6,25.4,19.5,6.1,23,3.9,6.6,6,1.3,unknown protein
266218_s_at,143.2,323,410.2,304.5,502.8,296.2,106.3,319.3,252,235.4,58.2,43.4,putative cytochrome P450
266219_at,31.2,19.2,24.8,23.4,17,30.3,28.6,31.4,21.8,18.3,30.2,25.3," putative para-aminobenzoate synthase and glutamine amidotransferase, a bifunctional enzyme   "
266220_at,6.8,8.7,5.9,5.7,6.5,6.1,5.4,3.1,2,4.2,4.9,2.3,putative dTDP-glucose 4-6-dehydratase
266221_at,160.2,136,126.1,119.7,112.3,119.8,134,108.4,150.4,59.6,95.1,109.6,putative nucleotide-sugar dehydratase
266222_at,1.4,2.4,2.6,0.8,2.3,17.1,27.1,30.1,69.7,7.5,0.8,4,hypothetical protein predicted by genscan and genefinder
266223_at,125.3,146.3,143.4,160.1,134.6,203.9,163.3,246.6,293.3,249.7,204.9,322.9,putative thaumatin  ;supported by full-length cDNA: Ceres:2058.
266224_at,255.7,286.8,252.3,253.7,239.1,257.4,277,270.8,273.4,461.6,490.3,583.2,chloroplast membrane protein (ALBINO3) identical to GB:U89272;supported by full-length cDNA: Ceres:31457.
266225_at,708.3,505.8,584.5,462,413.4,413.4,571.6,208.6,289.9,405.3,517.6,483.2,putative membrane channel protein  ;supported by full-length cDNA: Ceres:10159.
266226_at,73.9,63.5,56.4,54,49.6,41.5,53,53.4,59.5,52,96.4,132.8,histone H4 identical to GB:M17133 and GB:M17132;supported by full-length cDNA: Ceres:32642.
266227_at,21,14.7,11.4,10.8,11.2,15.1,17.1,15.9,19.8,8.6,5.2,14.8,unknown protein  ;supported by full-length cDNA: Ceres:22382.
266228_at,971,1120.8,1028,1019.5,1032.2,1107.7,1012.5,728.5,642,915.4,994,1139.3,unknown protein  ; supported by full-length cDNA: Ceres: 948.
266229_at,1343.1,1154.3,1209.9,998.4,1027.2,956.5,1160.3,572.8,584.4,700.8,647.7,637.7,putative RING zinc finger ankyrin protein  ; supported by cDNA: gi_13926221_gb_AF370581.1_AF370581
266230_at,31.6,25.1,34.1,30.4,28.7,19.8,25.5,28.4,29.1,25.7,21.3,27.5,hypothetical protein predicted by genscan and genefinder; supported by cDNA: gi_14334729_gb_AY035038.1_
266231_at,97.3,126.6,125.2,112.5,119.4,65.7,71.5,128.5,80.2,133.8,96.5,61.4,putative protein kinase
266232_at,11.1,4.9,4.8,9.9,7.2,8.6,13.2,9.8,7.4,9.4,6.4,7.3,putative phloem-specific lectin
266233_at,3.8,4.8,4.1,3.9,4.1,4.4,4.9,5,4.7,3.3,1,0.6,putative phloem-specific lectin
266234_at,31.1,37.3,36,38.9,38.7,43.9,23.2,41.5,22.6,27.6,34.5,29.2," SKP1 interacting partner 3 (SKIP3), putative almost identical to SKP1 interacting partner 3 GI:10716951 from [Arabidopsis thaliana] "
266235_at,125.1,121.7,108.1,98.7,115,105.7,103.4,62,58.5,65.3,86.7,58.6,putative phloem-specific lectin
266236_at,25.7,23.2,21.2,26.3,25.2,30.9,26.6,17.4,16,18,22.3,6.3,putative glutathione S-transferase
266237_at,78,104.6,107.4,93.1,105.8,88.7,84.8,199.4,221.6,80.2,111.5,100," DNA-directed RNA polymerase 14 kDa subunit (AtRPAC14) identical to GB:U35049, contains RNA polymerases L / 13 to 16 Kd subunits signature; supported by cDNA: gi_1184687_gb_U35050.1_ATU35050  "
266238_at,344,429.1,353.9,373.3,405.1,366.7,324,317.8,212.1,405,475.8,469.5," phosphoprotein phosphatase, type 1 catalytic subunit identical to GB:X64328; supported by cDNA: gi_166571_gb_M93408.1_ATH1PPHA  "
266239_at,224.5,280.1,270.3,252.3,260.5,229.5,164.2,401.2,334.1,258.7,403.4,380.3,unknown protein  ; supported by cDNA: gi_5107173_gb_AF150093.1_AF150093
266240_at,48.5,50,53.2,40.9,50.6,66.9,52.5,64.4,67.8,64,53.9,64.3,putative RNA-binding protein  ; supported by cDNA: gi_16226862_gb_AF428354.1_AF428354
266241_s_at,8.3,17.4,19.2,13.8,16,6.8,6.9,14.4,16,24.5,19.3,41.9,hypothetical protein predicted by genscan
266242_at,35.5,28,24.9,30.3,32.4,29.7,26.4,30.3,27.1,26.8,16.6,21.6,hypothetical protein predicted by genscan
266243_at,3.2,0.5,4.7,4.1,5.3,7.2,1.2,3.8,0.4,1.3,0.4,0.5,hypothetical protein predicted by genscan and genefinder
266244_at,49.7,60.1,54.5,29.4,41.2,32.7,51.3,33.8,35.3,17.9,22.4,29.9,unknown protein
266245_at,4.5,3.1,1,1.8,4.4,0.6,0.6,2.4,3.9,3.4,0.9,0.2,putative translation initiation factor IF2
266246_at,66.1,46.5,47,53,37.7,52.9,33.3,13.3,9.6,84.2,31,15.9,putative cytochrome P450
266247_at,76.3,52.4,59,50.3,52.6,58.9,67.4,43.9,33.8,108.6,73.6,25.9,hypothetical protein predicted by genscan
266248_at,10,6.1,4.4,9.4,5.8,8.4,7.8,5.9,6.9,15.4,4.6,8.1,hypothetical protein predicted by genscan
266249_at,1.9,0.7,3.3,3.3,0.3,2.3,4.2,1.2,2.7,2.4,0.5,0.2,hypothetical protein predicted by genscan
266250_at,2.9,1.4,1.8,2,1.9,1.6,2.2,2.2,1.2,1.8,0.7,1.2,putative reverse transcriptase
266251_s_at,12.2,19.5,24.7,22.2,28.5,22.1,9.5,28.8,15.9,19.5,6.6,11.3,unknown protein
266252_at,10.5,6.4,8.9,12.6,9.2,15,9.1,16,7.2,6.7,2,2.6,hypothetical protein predicted by genscan
266253_at,125.4,131.5,99.9,132.6,109.6,156,165.4,553.8,660.7,174.7,246.2,226.5,unknown protein contains non-consensus donor splice site AT at exon2 and acceptor splice site AC at exon3.
266254_at,73.7,88.1,83.5,92.1,77.7,77,83.3,124.6,106.5,103.8,101.4,129.4,putative membrane transporter
266255_at,5.8,12.6,9.4,10.9,11.7,9.4,6.2,14.9,15.9,3.7,10.2,11.6,putative selenium-binding protein
266256_at,858.8,785.5,779,955.1,858.8,908.2,883.8,1297,1613.1,1163.8,1407.2,1310.2,60S acidic ribosomal protein P2  ;supported by full-length cDNA: Ceres:36076.
266257_at,167.2,129.7,180.3,130.9,191.8,73,82.8,92.3,75.3,125.7,168.3,141.9,putative chorismate mutase/prephenate dehydratase  ;supported by full-length cDNA: Ceres:37739.
266258_at,757.7,670.2,666.6,758.8,722.7,781.9,860.4,1053,1320.3,952.5,1185.9,1326,60S acidic ribosomal protein P2  ;supported by full-length cDNA: Ceres:19986.
266259_at,125.2,81.7,90.3,82,78.3,158.3,210.2,87.7,122,47.6,83.4,60.9,unknown protein  ;supported by full-length cDNA: Ceres:33700.
266260_at,405.7,413.1,323.9,393.1,435.5,421.5,416.8,365.9,347.8,314.4,362.1,331.3,putative ATPase skd1 family; supported by full-length cDNA: Ceres:3818.
266261_at,185.4,117.7,113.6,181.7,115.5,299.1,126.9,156.8,162.5,123.7,130.9,97.3,putative zinc finger protein  ;supported by full-length cDNA: Ceres:14203.
266262_at,57.3,52.6,47.1,45.8,42.3,41.4,61.1,47.2,72.2,48,51.7,52.2,hypothetical protein predicted by genscan and genefinder;supported by full-length cDNA: Ceres:112362.
266263_at,5.5,2.7,0.9,4.3,2.1,1.2,8,6,5.5,3.6,1.3,1.2,putative flavonol sulfotransferase
266264_at,57.8,49.7,45.6,55.4,60.2,69.6,60.4,83.8,83.1,72.2,77.1,88,Expressed protein ; supported by full-length cDNA: Ceres: 112146.
266265_at,37.3,36.5,37.6,49.8,36.6,36.8,33.9,104.9,64.6,237.7,242.2,177.3,putative tropinone reductase  ; supported by cDNA: gi_14334839_gb_AY035093.1_
266266_at,179.4,195.2,200.2,189.2,195.1,201,229.1,172.7,198.2,169.5,150.4,157.4,putative enolase (2-phospho-D-glycerate hydroylase)  ; supported by cDNA: gi_14334909_gb_AY035128.1_
266267_at,238.3,331,333.9,253.9,302.7,224.6,147.8,76,55.7,91.8,15.9,1.6,putative glutathione S-transferase  ; supported by cDNA: gi_14423533_gb_AF387004.1_AF387004
266268_at,95.8,108.2,103.3,114,107.7,88.1,94.6,83.4,76,87.6,70.4,64.6,unknown protein predicted by genefinder
266269_at,24.8,33.7,33.4,40.8,26.8,22.8,21.5,29.8,17,14.8,13.1,7.2,putative glutathione S-transferase  ; supported by cDNA: gi_11096001_gb_AF288184.1_AF288184
266270_at,32.3,19.2,24.8,19.1,17.8,15,17,12.8,6.2,13,1.8,0.3,putative glutathione S-transferase  ; supported by cDNA: gi_11096003_gb_AF288185.1_AF288185
266271_at,68,121.9,101.7,241,110.1,166.9,110.2,102,83.8,138,96.5,75.5,putative glutathione S-transferase  ; supported by cDNA: gi_11096007_gb_AF288187.1_AF288187
266272_at,18.9,8.5,10,18,12.2,19.9,17.2,11.6,8.6,11,9,12.1,hypothetical protein predicted by genscan
266273_at,25.6,29.5,36.1,25.8,32.4,18.5,18.9,14.9,14.2,10.3,10.5,18,putative zinc transporter
266274_at,7.8,3.1,6.5,9.2,11.6,8.1,1.2,12.9,6.4,11,3.3,6.8,putative protein phosphatase 2C
266275_at,73,80,78.3,89.7,83.4,93,74.9,47.1,39.5,67.3,54.8,60.6,putative tropinone reductase
266276_at,79.7,69.3,68,60.2,65.1,53.2,49.9,95.1,62.3,65.7,113.6,94.5,putative tropinone reductase
266277_at,20.5,16.3,10.2,18.7,11.5,14.7,28,22.1,16.4,78.7,122.9,134.6,putative tropinone reductase
266278_at,11.1,4.9,8.9,5.6,6.5,6.9,8,12.2,4.6,21.3,26,32.6,putative tropinone reductase
266279_at,10.5,16.4,18.7,17.4,13.5,14,9.8,30.6,10.6,124.2,187.8,216.8,putative tropinone reductase
266280_at,13.8,17.3,14.7,13.1,17.7,16.9,19.4,19.8,17.1,19.6,18.2,19.1,putative tropinone reductase
266281_at,0.5,1,0.4,0.2,0.5,1.7,0.2,3,4.2,0.4,1,2.4,putative protein kinase contains a protein kinase domain profile (PDOC00100)
266282_at,1.6,1.2,1.1,1.7,10.9,1.3,1.1,7.5,1.5,1.5,1.4,1.7,putative protein kinase contains a protein kinase domain profile (PDOC00100)
266283_at,135.6,130.9,127.5,101.8,124.2,123,122.2,134.5,127.1,116.9,129.7,120.3,putative proline-rich protein
266284_at,63.9,63,62.1,57.7,68.4,64.3,63.2,59.5,58.6,33.3,49,61.2,putative pumilio/Mpt5 family RNA-binding protein
266285_at,13.7,16.1,21.3,21.9,17.5,25.1,16.5,25.3,19.2,102.5,113.3,128,unknown protein
266286_at,6.2,3.9,3.4,5.4,2.9,5.2,5.9,5.8,6.7,7.8,6.7,7.3,putative tropinone reductase
266287_at,3.8,7,8.9,7.6,8.8,6.1,7.4,3.1,1,6.5,5.3,1.4,putative tropinone reductase
266288_s_at,157,194.7,189.5,180.9,186,204,164.2,259.4,283.3,154.9,124.8,126.6,putative pumilio/Mpt5 family RNA-binding protein
266289_at,200.1,191.3,193.4,202.4,208.1,211.4,233.9,182.4,166.3,188.6,195.3,212.1,putative C-4 sterol methyl oxidase  ;supported by full-length cDNA: Ceres:23439.
266290_at,154.9,196.3,188.3,187.8,166.6,155.8,157.5,149.1,213.4,45,21.8,16.9,putative glutathione S-transferase  ;supported by full-length cDNA: Ceres:38727.
266291_at,26.6,31.4,36.8,27.3,26.7,24.2,28.7,47.8,39.9,85.4,77.1,85.8,putative tropinone reductase  ;supported by full-length cDNA: Ceres:1637.
266292_at,356.4,543.7,642.4,416.6,576.3,398,193.9,307.1,76.5,99.5,33.4,10.7,putative tropinone reductase  ;supported by full-length cDNA: Ceres:14555.
