"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","batchcorr","refgroup","Affy_identifier","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT3G14310",5229.26496091374,-0.569088419799756,0.141774012296905,-4.01405314401319,5.96848990585515e-05,0.00838852893344394,"ATPME3","O49006",820651,"Pectinesterase/pectinesterase inhibitor 3 [Source:UniProtKB/Swiss-Prot;Acc:O49006]","PME3","UniProtKB Gene Name","p","nm2","258369_at",-1.02296124385231,2.05158026015004e-06,NA,NA
"AT3G15000",3928.04056670855,-0.426524245694104,0.114145199039972,-3.7366814310319,0.000186464919421871,0.0159193226512263,"","Q9LKA5",820729,"Multiple organellar RNA editing factor 8, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LKA5]","MORF8","UniProtKB Gene Name","p","nm2","257218_at",-0.250595135777559,0.0295041249365419,0.786,0.00024
"AT3G15095",935.688390047894,-0.34639865907809,0.105432718244792,-3.28549490940588,0.00101803381959049,0.0395044173984368,"","",820740,"HCF243 [Source:UniProtKB/TrEMBL;Acc:A0A384K8R0]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G15210",438.281579618529,-0.578643650318744,0.168998364218918,-3.42396006608193,0.000617156892547747,0.0312421769787953,"ATERF-4","O80340",820752,"Ethylene-responsive transcription factor 4 [Source:UniProtKB/Swiss-Prot;Acc:O80340]","ERF4","UniProtKB Gene Name","p","nm2","257053_at",0.548099854618823,0.000232424802832484,NA,NA
"AT3G15354",676.034607321087,0.507635564943742,0.127813975722078,3.97167494458945,7.13690602092117e-05,0.00915456882725243,"SPA3","",820767,"Protein SPA1-RELATED 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJR3]","SPA3","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G15357",150.118333769105,-0.698337903265097,0.195218761805243,-3.57720690781649,0.00034728527500636,0.0229917789055286,"","",820774,"At3g15357 [Source:UniProtKB/TrEMBL;Acc:Q8LDR8]","","","p","nm2",NA,NA,NA,0.703,0.0044
"AT3G17609",299.097984000111,0.733119852635698,0.209783436962896,3.49465078487279,0.000474682394471103,0.0270018437763783,"HYH","Q8W191",821027,"HYH [Source:UniProtKB/TrEMBL;Acc:A0A178VIU6]","HYH","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G17790",1816.66293014868,-0.766086387324001,0.18507703171686,-4.13928395229506,3.48391519399741e-05,0.0062477084998375,"ATACP5","Q9SCX8",821047,"Purple acid phosphatase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCX8]","PAP17","UniProtKB Gene Name","p","nm2","258158_at",0.624458941862931,0.000331014108632275,NA,NA
"AT3G17820",1341.48089359788,-0.398955033078899,0.10108089577649,-3.94688857883757,7.91733789647793e-05,0.00974940988572292,"ATGSKB6","Q9LVI8",821050,"Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A178VNQ6]","GLN1-3","UniProtKB Gene Name","p","nm2","258160_at",0.829887195986591,1.6284134122481e-06,NA,NA
"AT3G18240",451.150072113952,-0.341009698239484,0.105505906183813,-3.23213847047931,0.00122867501100284,0.0438081649466214,"","",821352,"AT3G18240 protein [Source:UniProtKB/TrEMBL;Acc:Q9LJQ6]","","","p","nm2","257063_s_at",-0.410576482833607,0.00507816644843155,NA,NA
"AT3G18410",2240.63680165024,-0.398358340059166,0.102802578193249,-3.874983945542,0.000106631729378426,0.011451131821796,"","Q94C12",821370,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B [Source:UniProtKB/Swiss-Prot;Acc:Q94C12]","","","p","nm2","260767_s_at",0.252129872647142,0.00458993688665922,NA,NA
"AT3G18830",1349.82760207796,-0.518612702386775,0.124394321254709,-4.16910271430209,3.05801161270429e-05,0.00597061864897464,"ATPLT5","Q8VZ80",821416,"PMT5 [Source:UniProtKB/TrEMBL;Acc:A0A178V5Y2]","PLT5","UniProtKB Gene Name","p","nm2","257805_at",1.82193510348778,1.31294923690164e-08,NA,NA
"AT3G19390",528.24447791301,-0.746051286565145,0.218128467213726,-3.42023806472793,0.000625663563078722,0.0312421769787953,"","Q9LT78",821473,"Probable cysteine protease RD21C [Source:UniProtKB/Swiss-Prot;Acc:Q9LT78]","RD21C","UniProtKB Gene Name","p","nm2","258005_at",0.949984649128767,5.07545776347512e-05,NA,NA
"AT3G19810",476.691564317869,0.532929401361746,0.162876242684819,3.27198977933826,0.00106793436630514,0.0403390913701888,"","Q9LT27",821518,"Large ribosomal RNA subunit accumulation protein YCED homolog 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LT27]","","","p","nm2","257937_at",-0.744979754899273,1.35662595052746e-05,NA,NA
"AT3G19900",562.998021167227,0.368658853418888,0.110015708745813,3.35096558138492,0.000805303108781957,0.0356774337176783,"","",821528,"AT3G19900 protein [Source:UniProtKB/TrEMBL;Acc:Q8LDI1]","","","p","nm2","257965_at",0.402587389582085,0.00601695894364401,NA,NA
"AT3G20570",574.690528459326,-0.549365161967784,0.155994601137112,-3.52169343017787,0.000428799712748967,0.0255614773860683,"ENODL9","",821604,"At3g20570 [Source:UniProtKB/TrEMBL;Acc:Q9LJU1]","ENODL9","TAIR Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G21530",242.571363981402,0.681229349122859,0.185956607718447,3.663378018566,0.000248910778797051,0.0190294886637449,"","",821707,"DNAse I-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LVF3]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G21560",1112.33093450455,-0.546089707605417,0.130146942848411,-4.19594725510745,2.71733484332609e-05,0.00557687687678624,"UGT84A2","Q9LVF0",821710,"UGT84A2 [Source:UniProtKB/TrEMBL;Acc:A0A384L2P1]","UGT84A2","UniProtKB Gene Name","p","nm2","258167_at",0.537660095893508,3.52112395910895e-05,0.883,0.0014
"AT3G22170",745.794561017835,0.322952324649017,0.0997618521076212,3.23723264781234,0.00120694972113958,0.0436273352234232,"FHY3","Q9LIE5",821781,"FHY3 [Source:UniProtKB/TrEMBL;Acc:A0A178VJL5]","FHY3","UniProtKB Gene Name","p","nm2","256820_at",0.293758318004789,0.0335831827867339,NA,NA
"AT3G22200",2166.41137285465,0.409696994873444,0.128646986412038,3.18466064615959,0.00144923847103485,0.0492040009890664,"POP2","",821784,"Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Source:TAIR;Acc:AT3G22200]","POP2","TAIR Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G22210",1579.31382759655,0.555674540121359,0.120401224557406,4.61519010428684,3.92735657514414e-06,0.00190464717226483,"","",821785,"At3g22210 [Source:UniProtKB/TrEMBL;Acc:Q8LA01]","","","p","nm2","256796_at",-1.80817615996997,5.37790700690752e-09,NA,NA
"AT3G22310",1103.96288406112,-0.374010513301724,0.0999201664107843,-3.74309337880924,0.00018176864103467,0.0156890120025766,"PMH1","Q9LUW6",821800,"DEAD-box ATP-dependent RNA helicase 9, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LUW6]","RH9","UniProtKB Gene Name","p","nm2",NA,NA,NA,1.025,0.00029
"AT3G22420",566.322868211569,0.548759818092111,0.156088093746873,3.51570581022041,0.000438586677925781,0.0259651747691253,"WNK2","Q8S8Y9",821810,"With no lysine (K) kinase 2 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LMD0]","WNK2","TAIR Gene Name","p","nm2","258456_at",-0.743867274110468,1.57998651386272e-05,NA,NA
"AT3G23480",73.3289134488315,0.883546036965667,0.250895516292096,3.52156965586038,0.000428999945302429,0.0255614773860683,"","",821929,"Cyclopropane-fatty-acyl-phospholipid synthase [Source:UniProtKB/TrEMBL;Acc:F4J434]","","","p","nm2","257175_s_at",0.732058287652967,0.0112963622599245,NA,NA
"AT3G23510",60.14629238734,0.867763225881749,0.24303817491424,3.57048116489499,0.000356326077192075,0.0231749963796296,"","",821931,"Cyclopropane-fatty-acyl-phospholipid synthase [Source:UniProtKB/TrEMBL;Acc:Q8GZ28]","","","p","nm2","257176_s_at",-0.437388571426044,0.00743272042811726,NA,NA
"AT3G23830",1501.97192013153,-0.468210448342191,0.0965464041952621,-4.84958971020039,1.23717107432054e-06,0.00108818032922737,"GR-RBP4","Q9LIS2",821966,"GRP4 [Source:UniProtKB/TrEMBL;Acc:A0A178VD35]","RBG4","UniProtKB Gene Name","p","nm2","256890_at",-0.322483067096362,0.00287912565653795,NA,NA
"AT3G25780",159.766620126134,-0.701508494159994,0.187831614667122,-3.73477327234405,0.000187884377563063,0.0159193226512263,"AOC3","Q9LS01",822169,"Allene oxide cyclase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS01]","AOC3","UniProtKB Gene Name","p","nm2","257644_at",0.491203025936344,0.00471526646152696,NA,NA
"AT3G26510",1596.89711628767,-0.651405632876891,0.165185530819174,-3.94347876382693,8.030810577098e-05,0.00975901987957744,"","",822258,"Octicosapeptide/Phox/Bem1p family protein [Source:UniProtKB/TrEMBL;Acc:Q27GK5]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G26900",1038.69018307537,0.45229835591411,0.134081414415181,3.37331134137335,0.000742699221837505,0.0349959115473483,"SKL1","Q9LW20",822306,"Probable inactive shikimate kinase like 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LW20]","SKL1","UniProtKB Gene Name","p","nm2","258281_at",-0.870760573196083,1.08081845152351e-06,NA,NA
"AT3G27150",229.899588346777,-0.7637130823332,0.21323633579457,-3.58153351063468,0.000341583313397616,0.0229432195700631,"","Q9LI89",822334,"F-box/kelch-repeat protein At3g27150 [Source:UniProtKB/Swiss-Prot;Acc:Q9LI89]","","","p","nm2","256750_at",0.759940330714639,2.77228902323744e-05,1.567,0.00014
"AT3G27280",1212.10189251038,-0.342318560658948,0.107343416964717,-3.18900376323463,0.00142764019102662,0.0487429611246813,"ATPHB4","Q9LK25",822347,"Prohibitin-4, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LK25]","PHB4","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G28550",3414.48936968921,-0.884003289910491,0.231015779071296,-3.8265926832542,0.000129929242392318,0.0125650420744948,"","",822485,"Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:F4J0B5]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G41979",100.932689237323,-1.02146767160549,0.277933061835682,-3.67522908163189,0.000237636091339558,0.0187580181330469,NA,NA,NA,NA,NA,NA,"p","nm2",NA,NA,NA,NA,NA
"AT3G43110",402.836401830941,-2.02450173444963,0.440209744835068,-4.59894802012649,4.24629705243742e-06,0.00190464717226483,"","",823370,"At3g43110 [Source:UniProtKB/TrEMBL;Acc:Q9M250]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G44720",771.911144227422,-0.428268031551544,0.115741327880781,-3.70021702181159,0.000215415167792774,0.017528341692953,"ADT4","O22241",823601,"Arogenate dehydratase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22241]","ADT4","UniProtKB Gene Name","p","nm2","252652_at",1.20363367253653,2.99663360326498e-07,NA,NA
"AT3G45443",186.221842425029,0.875491009704591,0.24287169724701,3.60474694922638,0.000312457223427798,0.0217788580148485,"","",823683,"AT3g45441 [Source:UniProtKB/TrEMBL;Acc:Q93WA2]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G46130",264.318942651269,0.604287312465362,0.120901532431948,4.99817744498396,5.7874716436326e-07,0.000593891048497432,"MYB48","",823756,"myb domain protein 48 [Source:TAIR;Acc:AT3G46130]","ATMYB48","TAIR Gene Name","p","nm2","252534_at",-0.768366764327986,5.82146905742897e-05,NA,NA
"AT3G47420",1237.82098030712,-0.803359307916238,0.230989052159039,-3.4779107512122,0.000505338150339345,0.0280303332580121,"ATPS3","Q9C5L3",823896,"Putative glycerol-3-phosphate transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5L3]","ATPS3","TAIR Gene Name","p","nm2","252414_at",0.744431665115359,4.54521665819729e-05,NA,NA
"AT3G47450",589.52815880582,0.574370236078585,0.148322912381707,3.87243094715165,0.000107755209981464,0.0114526903188374,"ATNOS1","Q66GP9",823899,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT3G47450]","ATNOS1","TAIR Gene Name","p","nm2","252410_at",-1.47072775218631,4.87810377925324e-07,NA,NA
"AT3G48030",498.434432461226,-0.380078283357434,0.116099614866101,-3.27372561740004,0.00106139620017302,0.0403390913701888,"","Q7X843",823958,"RING-H2 finger protein ATL48 [Source:UniProtKB/Swiss-Prot;Acc:Q7X843]","ATL48","UniProtKB Gene Name","p","nm2","252401_at",-0.26695908611408,0.0440758294819646,NA,NA
"AT3G48110",1140.88280726598,0.471905875437026,0.148364827613058,3.18071259225791,0.00146913301600285,0.0495188976981546,"EDD1","Q8L785",823966,"Glycine--tRNA ligase, chloroplastic/mitochondrial 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L785]","EDD1","UniProtKB Gene Name","p","nm2","252404_at",-1.02917283654852,7.41762119579748e-06,NA,NA
"AT3G48740",3653.5166930482,-0.396744650243047,0.113012297136929,-3.51063256206834,0.000447041851390253,0.0263811822269309,"SWEET11","Q9SMM5",824035,"Bidirectional sugar transporter SWEET11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SMM5]","SWEET11","UniProtKB Gene Name","p","nm2","252327_at",-0.232377445837001,0.0210593522288908,NA,NA
"AT3G49140",1110.96050969533,0.661792868052096,0.170282603354655,3.88643851464822,0.000101725676799715,0.0113279751149319,"","Q0WMN5",824075,"Uncharacterized protein At3g49140 [Source:UniProtKB/Swiss-Prot;Acc:Q0WMN5]","","","p","nm2","252290_at",-1.31574136167199,6.16201232561557e-07,NA,NA
"AT3G49840",101.030510567897,0.673344941786827,0.186763275340867,3.60533911475843,0.000311745575944472,0.0217788580148485,"","",824146,"Transmembrane protein (DUF2215) [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLM0]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G49850",272.580390658594,0.44986540412425,0.136318176132652,3.30011313888534,0.000966458578463583,0.0388075139191323,"TRB3","Q9M2X3",824147,"Telomere repeat-binding factor 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M2X3]","TRB3","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G50350",348.251870958178,-0.790559792949323,0.224716838114079,-3.5180265065317,0.000434768932810922,0.0258219194789406,"","",824197,"Membrane insertase, putative (DUF1685) [Source:UniProtKB/TrEMBL;Acc:Q9SND2]","","","p","nm2","252205_at",0.820070989601533,0.000428823806287027,NA,NA
"AT3G51870",485.322269275413,0.66550086230525,0.186230389140378,3.57353526122745,0.000352193790596896,0.0231339128756225,"","O65023",824350,"Probable envelope ADP,ATP carrier protein, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O65023]","EAAC","UniProtKB Gene Name","p","nm2","246303_at",-2.27347133664913,1.92086584607047e-08,NA,NA
"AT3G52030",382.9166752973,0.492273752026792,0.143864396996742,3.42178997933686,0.000622103472702245,0.0312421769787953,"","Q9SV01",824366,"F-box/WD-40 repeat-containing protein At3g52030 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV01]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G52930",7708.87759555213,-0.44920638825033,0.101939733877644,-4.40658780598254,1.05011750550018e-05,0.0031797902367367,"","Q9LF98",824459,"Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:A0A178V8L4]","FBA8","UniProtKB Gene Name","p","nm2","252022_at",0.211182177350573,0.00707573353896993,NA,NA
"AT3G54500",3662.0582191056,0.573997268624939,0.130851462940346,4.38663241301794,1.15119095069712e-05,0.00337518223021056,"","",824615,"BEST Arabidopsis thaliana protein match is: dentin sialophosphoprotein-related (TAIR:AT5G64170.1); Ha. [Source:TAIR;Acc:AT3G54500]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G54580",4037.1913645683,-0.949944014754015,0.244868497874468,-3.87940475397943,0.000104712392166864,0.0114344694550781,"","",824623,"Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:F4JCZ1]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G54590",1792.30717248516,-1.07260781427266,0.252933331526026,-4.24067404561226,2.22849558550666e-05,0.00495934240480644,"ATHRGP1","",824624,"Extensin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1G9]","EXT2","UniProtKB Gene Name","p","nm2","251843_x_at",0.259953116821719,0.0361488646836113,NA,NA
"AT3G54720",318.261516069485,0.488989833813558,0.12904936647689,3.78916880542087,0.00015115218115567,0.0138214452382494,"AMP1","Q9M1S8",824637,"Probable glutamate carboxypeptidase AMP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1S8]","AMP1","UniProtKB Gene Name","p","nm2","251856_at",-0.39494221725419,0.0456262545298687,NA,NA
"AT3G55080",273.95374365208,0.588961888019857,0.151347648429135,3.8914505387616,9.96467042779089e-05,0.0113279751149319,"","",824674,"At3g55080 [Source:UniProtKB/TrEMBL;Acc:Q5PP40]","","","p","nm2","251823_at",-0.740135957687816,4.16584982589827e-05,NA,NA
"AT3G55440",11495.2643362681,-0.389362828495721,0.100388205899128,-3.87857144181819,0.000105071670833045,0.0114344694550781,"ATCTIMC","P48491",824710,"Triosephosphate isomerase, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:P48491]","CTIMC","UniProtKB Gene Name","p","nm2","251801_at",0.167582060449288,0.0405354417147452,1.357,3.8e-05
"AT3G55630",781.051602443963,0.748136875499323,0.189648094028992,3.94486893912549,7.98436359684666e-05,0.00975901987957744,"ATDFD","",824729,"Folylpolyglutamate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q8W035]","FPGS3","UniProtKB Gene Name","p","nm2","251759_at",-1.41387487210191,2.03080558112906e-07,NA,NA
"AT3G56200",690.802281785507,-0.620602738200264,0.166161005695296,-3.73494813421096,0.000187753878240366,0.0159193226512263,"","Q9LYM2",824786,"Amino acid transporter AVT6C [Source:UniProtKB/Swiss-Prot;Acc:Q9LYM2]","AVT6C","UniProtKB Gene Name","p","nm2","251722_at",0.664006418006906,0.00203566683178171,1.329,8.7e-05
"AT3G56490",1550.33076761677,-0.341051047104561,0.104034514765588,-3.27824902988225,0.00104453201025496,0.0400281136129032,"HIT3","Q8GUN2",824816,"Adenylylsulfatase HINT1 [Source:UniProtKB/Swiss-Prot;Acc:Q8GUN2]","HINT1","UniProtKB Gene Name","p","nm2","251707_at",0.261588001263581,0.008389699212906,NA,NA
"AT3G56880",835.30834764045,-0.599690624306681,0.181063554627431,-3.31204490898594,0.000926166770445905,0.0378478460551025,"","",824855,"VQ motif-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9LES0]","","","p","nm2","246289_at",0.624661370017206,0.00110401033614883,NA,NA
"AT3G57157",159.391170798427,-1.35165680133941,0.253532032088562,-5.33130583226365,9.75090422898435e-08,0.000163209693960029,NA,NA,NA,NA,NA,NA,"p","nm2",NA,NA,NA,NA,NA
"AT3G57470",1167.26832053355,0.60142565024203,0.178271749792164,3.37364529681902,0.000741798862832946,0.0349959115473483,"","",824914,"Insulin-degrading enzyme-like 2 [Source:UniProtKB/Swiss-Prot;Acc:F4J3D9]","","","p","nm2","251641_at",-0.50021386497296,0.00198223598852886,NA,NA
"AT3G58990",1713.24435204675,-0.730920275668833,0.199430617587964,-3.66503541185918,0.000247304362194768,0.0190294886637449,"IPMI1","Q9LYT7",825068,"3-isopropylmalate dehydratase small subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYT7]","IPMI1","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G60280",64.6899753412015,-1.29041707076846,0.348904277210321,-3.69848452729224,0.000216890568656451,0.0175709898844443,"UCC3","Q96316",825199,"Uclacyanin-3 [Source:UniProtKB/Swiss-Prot;Acc:Q96316]","UCC3","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G61010",642.11155734446,0.57321300405492,0.156129700208799,3.67138989755528,0.000241234998236748,0.0188954396929739,"","",825272,"Ferritin [Source:UniProtKB/TrEMBL;Acc:F4JD24]","","","p","nm2",NA,NA,NA,NA,NA
"AT3G61420",489.89462522324,0.5296281273779,0.150144597035839,3.52745378677516,0.000419576997035737,0.0254098580729413,"","",825315,"General transcription and DNA repair factor IIH subunit TFB1-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M322]","TFB1-3","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G62420",962.494140604013,-0.304599497737178,0.093803739355669,-3.24719994991084,0.0011654648014032,0.04256722695463,"ATBZIP53","Q9LZP8",825415,"bZIP transcription factor 53 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZP8]","BZIP53","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G62422",962.494140604013,-0.304599497737178,0.093803739355669,-3.24719994991084,0.0011654648014032,0.04256722695463,NA,NA,NA,NA,NA,NA,"p","nm2",NA,NA,NA,NA,NA
"AT3G62580",2007.95660850969,-0.432063094749029,0.100723124722069,-4.28961170477231,1.78985772507185e-05,0.00446763000537868,"","",825432,"Late embryogenesis abundant protein (LEA) family protein [Source:UniProtKB/TrEMBL;Acc:F4IYB7]","","","p","nm2","251222_at",0.452027879534341,0.000492684086652871,NA,NA
"AT3G62680",1090.16345531277,-0.921587948601036,0.230717365889494,-3.99444552016274,6.48458293249765e-05,0.00857958269615043,"PRP3","Q9LZJ7",825442,"Proline-rich protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZJ7]","PRP3","UniProtKB Gene Name","p","nm2","251226_at",1.06556920111027,0.00130264674226228,NA,NA
"AT3G62760",119.996822902801,-1.1062173380656,0.28547531009198,-3.87500179160565,0.000106623915026599,0.011451131821796,"ATGSTF13","Q9LZI9",825451,"Glutathione S-transferase F13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZI9]","GSTF13","UniProtKB Gene Name","p","nm2",NA,NA,NA,NA,NA
"AT3G62910",773.354679574538,0.60044197364096,0.164015154814536,3.66089325294314,0.00025133746530575,0.0191047502949074,"APG3","Q8RX79",825466,"Peptide chain release factor APG3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8RX79]","APG3","UniProtKB Gene Name","p","nm2","251193_at",-1.64441506121827,1.71344511283597e-08,NA,NA
